,maxDrawDown,averagePLDay,stdDevPLDay,cumulativePL,winPercentage
strategy.optimalDTE=45_strategy.maxCapitalToUse=0.25_strategy.maxCapitalToUsePerTrade=0.2_strategy.closeDuration=25,411020.81694050016812980175018310546875,376.42993948275858429042273201048374176025390625,10220.17283654685525107197463512420654296875,2175077.4300849996507167816162109375,
strategy.optimalDTE=45_strategy.maxCapitalToUse=0.25_strategy.maxCapitalToUsePerTrade=0.1_strategy.closeDuration=21,415104.45889500039629638195037841796875,604.430998620373202356859110295772552490234375,12537.734769463075281237252056598663330078125,2893520.0823290008120238780975341796875,
strategy.optimalDTE=45_strategy.maxCapitalToUse=0.25_strategy.maxCapitalToUsePerTrade=0.1_strategy.closeDuration=17,386138.5586619996465742588043212890625,631.1083298570071065114461816847324371337890625,12589.66640644688959582708775997161865234375,2979507.1263679997064173221588134765625,
strategy.optimalDTE=40_strategy.maxCapitalToUse=0.65_strategy.maxCapitalToUsePerTrade=0.2_strategy.closeDuration=25,1594217.96554400026798248291015625,1470.959563780053713344386778771877288818359375,42170.642670066634309478104114532470703125,5585495.57248874939978122711181640625,
strategy.optimalDTE=45_strategy.maxCapitalToUse=0.65_strategy.maxCapitalToUsePerTrade=0.2_strategy.closeDuration=19,1669829.97571399970911443233489990234375,1292.808560066513337005744688212871551513671875,37962.50630515124066732823848724365234375,4958495.249750249087810516357421875,
strategy.optimalDTE=45_strategy.maxCapitalToUse=0.65_strategy.maxCapitalToUsePerTrade=0.1_strategy.closeDuration=21,1723882.90165250003337860107421875,2949.158085276731071644462645053863525390625,55780.538022823588107712566852569580078125,10122914.903249748051166534423828125,
strategy.optimalDTE=45_strategy.maxCapitalToUse=0.5_strategy.maxCapitalToUsePerTrade=0.2_strategy.closeDuration=21,1368277.102190000005066394805908203125,2223.07416339821293149725534021854400634765625,45856.4583504507681936956942081451416015625,7928989.821881751529872417449951171875,
strategy.optimalDTE=45_strategy.maxCapitalToUse=0.5_strategy.maxCapitalToUsePerTrade=0.2_strategy.closeDuration=19,1245083.5416767499409615993499755859375,756.4409799997623622402898035943508148193359375,26499.03806186399378930218517780303955078125,3311452.3291592500172555446624755859375,
strategy.optimalDTE=40_strategy.maxCapitalToUse=0.65_strategy.maxCapitalToUsePerTrade=0.2_strategy.closeDuration=21,2384620.30077650211751461029052734375,3944.16900847912029348663054406642913818359375,78298.6215673932456411421298980712890625,13283788.12718249671161174774169921875,
strategy.optimalDTE=45_strategy.maxCapitalToUse=0.25_strategy.maxCapitalToUsePerTrade=0.1_strategy.closeDuration=19,572643.58156800013966858386993408203125,338.8297588549509100630530156195163726806640625,11194.421060898324867594055831432342529296875,2045749.56343049998395144939422607421875,
strategy.optimalDTE=45_strategy.maxCapitalToUse=0.25_strategy.maxCapitalToUsePerTrade=0.1_strategy.closeDuration=25,428458.319907500059343874454498291015625,386.4104407166242936000344343483448028564453125,10475.740216892243552138097584247589111328125,2211464.598795249126851558685302734375,
strategy.optimalDTE=45_strategy.maxCapitalToUse=0.5_strategy.maxCapitalToUsePerTrade=0.2_strategy.closeDuration=17,1731287.1612724997103214263916015625,2199.319298122825784957967698574066162109375,44705.3663411990637541748583316802978515625,7877208.1927462518215179443359375,
strategy.optimalDTE=45_strategy.maxCapitalToUse=0.5_strategy.maxCapitalToUsePerTrade=0.2_strategy.closeDuration=25,1056639.93060274980962276458740234375,983.2325282923126223977305926382541656494140625,28238.05186572722959681414067745208740234375,4078285.413312000222504138946533203125,
strategy.optimalDTE=45_strategy.maxCapitalToUse=0.65_strategy.maxCapitalToUsePerTrade=0.1_strategy.closeDuration=25,1452762.8596295001916587352752685546875,1250.75405092083155977888964116573333740234375,38591.582623057416640222072601318359375,4901109.75065074861049652099609375,
strategy.optimalDTE=45_strategy.maxCapitalToUse=0.65_strategy.maxCapitalToUsePerTrade=0.2_strategy.closeDuration=17,3423284.865793249569833278656005859375,3669.92890191608739769435487687587738037109375,79446.74681553422124125063419342041015625,12473040.150336749851703643798828125,
strategy.optimalDTE=45_strategy.maxCapitalToUse=0.25_strategy.maxCapitalToUsePerTrade=0.4_strategy.closeDuration=21,471488.9175074999220669269561767578125,671.5242531661651810281910002231597900390625,12957.342667906641509034670889377593994140625,3080688.1225482490845024585723876953125,
strategy.optimalDTE=45_strategy.maxCapitalToUse=0.25_strategy.maxCapitalToUsePerTrade=0.2_strategy.closeDuration=19,535879.532467999844811856746673583984375,375.15360095278373364635626785457134246826171875,11785.98323436089049209840595722198486328125,2156127.9239917495287954807281494140625,
strategy.optimalDTE=45_strategy.maxCapitalToUse=0.5_strategy.maxCapitalToUsePerTrade=0.1_strategy.closeDuration=17,1566111.17901424877345561981201171875,1998.525541155489236189168877899646759033203125,41648.275135333198704756796360015869140625,7265725.43128249980509281158447265625,
strategy.optimalDTE=45_strategy.maxCapitalToUse=0.65_strategy.maxCapitalToUsePerTrade=0.4_strategy.closeDuration=21,3253259.62465150095522403717041015625,4497.928955837551256990991532802581787109375,94037.804617914938717149198055267333984375,14994637.15029250271618366241455078125,
strategy.optimalDTE=40_strategy.maxCapitalToUse=0.65_strategy.maxCapitalToUsePerTrade=0.1_strategy.closeDuration=17,2947057.222162996418774127960205078125,3360.12777125292586788418702781200408935546875,72810.9730629472178407013416290283203125,11493792.58062049932777881622314453125,
strategy.optimalDTE=40_strategy.maxCapitalToUse=0.5_strategy.maxCapitalToUsePerTrade=0.4_strategy.closeDuration=25,1009514.34749675053171813488006591796875,930.5103511870451029608375392854213714599609375,26324.4964626146174850873649120330810546875,3897724.4409922505728900432586669921875,
strategy.optimalDTE=40_strategy.maxCapitalToUse=0.25_strategy.maxCapitalToUsePerTrade=0.2_strategy.closeDuration=17,411005.0738397506065666675567626953125,629.7117556897338772614602930843830108642578125,12942.174108210378108196891844272613525390625,2977023.7511152499355375766754150390625,
strategy.optimalDTE=40_strategy.maxCapitalToUse=0.5_strategy.maxCapitalToUsePerTrade=0.1_strategy.closeDuration=25,989341.196557750110514461994171142578125,1045.026649330828831807593815028667449951171875,27688.17448680126108229160308837890625,4265772.934224749915301799774169921875,
strategy.optimalDTE=40_strategy.maxCapitalToUse=0.25_strategy.maxCapitalToUsePerTrade=0.1_strategy.closeDuration=25,428458.319907500059343874454498291015625,386.4104407166242936000344343483448028564453125,10475.740216892243552138097584247589111328125,2211464.598795249126851558685302734375,
strategy.optimalDTE=40_strategy.maxCapitalToUse=0.5_strategy.maxCapitalToUsePerTrade=0.1_strategy.closeDuration=17,1566111.17901424877345561981201171875,1998.525541155489236189168877899646759033203125,41648.275135333198704756796360015869140625,7265725.43128249980509281158447265625,
strategy.optimalDTE=45_strategy.maxCapitalToUse=0.65_strategy.maxCapitalToUsePerTrade=0.4_strategy.closeDuration=25,1524278.8847019993700087070465087890625,1254.854733818807289935648441314697265625,39564.4855107669718563556671142578125,4912444.534491249360144138336181640625,
strategy.optimalDTE=45_strategy.maxCapitalToUse=0.5_strategy.maxCapitalToUsePerTrade=0.1_strategy.closeDuration=19,1351789.0822269995696842670440673828125,1205.233064386506839582580141723155975341796875,32040.515303823936847038567066192626953125,4711217.912215749733150005340576171875,
strategy.optimalDTE=45_strategy.maxCapitalToUse=0.25_strategy.maxCapitalToUsePerTrade=0.2_strategy.closeDuration=17,411005.0738397506065666675567626953125,629.7117556897338772614602930843830108642578125,12942.174108210378108196891844272613525390625,2977023.7511152499355375766754150390625,
strategy.optimalDTE=45_strategy.maxCapitalToUse=0.25_strategy.maxCapitalToUsePerTrade=0.4_strategy.closeDuration=25,400822.516321750008501112461090087890625,374.84151967035751340517890639603137969970703125,10122.320928004044617409817874431610107421875,2168864.0019680005498230457305908203125,
strategy.optimalDTE=40_strategy.maxCapitalToUse=0.25_strategy.maxCapitalToUsePerTrade=0.1_strategy.closeDuration=21,415104.45889500039629638195037841796875,604.430998620373202356859110295772552490234375,12537.734769463075281237252056598663330078125,2893520.0823290008120238780975341796875,
strategy.optimalDTE=40_strategy.maxCapitalToUse=0.5_strategy.maxCapitalToUsePerTrade=0.1_strategy.closeDuration=19,1351789.0822269995696842670440673828125,1205.233064386506839582580141723155975341796875,32040.515303823936847038567066192626953125,4711217.912215749733150005340576171875,
strategy.optimalDTE=40_strategy.maxCapitalToUse=0.25_strategy.maxCapitalToUsePerTrade=0.2_strategy.closeDuration=19,535879.532467999844811856746673583984375,375.15360095278373364635626785457134246826171875,11785.98323436089049209840595722198486328125,2156127.9239917495287954807281494140625,
strategy.optimalDTE=40_strategy.maxCapitalToUse=0.5_strategy.maxCapitalToUsePerTrade=0.1_strategy.closeDuration=21,1073092.846845000050961971282958984375,1995.60462017162308256956748664379119873046875,35363.118390779127366840839385986328125,7200189.900052499957382678985595703125,
strategy.optimalDTE=40_strategy.maxCapitalToUse=0.5_strategy.maxCapitalToUsePerTrade=0.4_strategy.closeDuration=21,1165217.437630749307572841644287109375,2408.082026683170624892227351665496826171875,44669.4509763507012394256889820098876953125,8405996.00723549909889698028564453125,
strategy.optimalDTE=40_strategy.maxCapitalToUse=0.65_strategy.maxCapitalToUsePerTrade=0.1_strategy.closeDuration=19,1992106.49743725010193884372711181640625,1779.60279324604562134481966495513916015625,49755.6028989464975893497467041015625,6463830.625140749849379062652587890625,
